year,trif-id,frs-id,fac-name,address,city,county,st,zip,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. CAS #/COMPOUND ID,37. SRS ID,38. CLEAN AIR ACT CHEMICAL,39. CLASSIFICATION,40. METAL,41. METAL CATEGORY,42. CARCINOGEN,43. FORM TYPE,44. UNIT OF MEASURE,45. 5.1 - FUGITIVE AIR,46. 5.2 - STACK AIR,47. 5.3 - WATER,48. 5.4 - UNDERGROUND,49. 5.4.1 - UNDERGROUND CL I,50. 5.4.2 - UNDERGROUND C II-V,51. 5.5.1 - LANDFILLS,52. 5.5.1A - RCRA C LANDFILL,53. 5.5.1B - OTHER LANDFILLS,54. 5.5.2 - LAND TREATMENT,55. 5.5.3 - SURFACE IMPNDMNT,56. 5.5.3A - RCRA SURFACE IM,57. 5.5.3B - OTHER SURFACE I,58. 5.5.4 - OTHER DISPOSAL,59. ON-SITE RELEASE TOTAL,60. 6.1 - POTW - TRNS RLSE,61. 6.1 - POTW - TRNS TRT,62. POTW - TOTAL TRANSFERS,63. 6.2 - M10,64. 6.2 - M41,65. 6.2 - M62,66. 6.2 - M40 METAL,67. 6.2 - M61 METAL,68. 6.2 - M71,69. 6.2 - M81,70. 6.2 - M82,71. 6.2 - M72,72. 6.2 - M63,73. 6.2 - M66,74. 6.2 - M67,75. 6.2 - M64,76. 6.2 - M65,77. 6.2 - M73,78. 6.2 - M79,79. 6.2 - M90,80. 6.2 - M94,81. 6.2 - M99,82. OFF-SITE RELEASE TOTAL,83. 6.2 - M20,84. 6.2 - M24,85. 6.2 - M26,86. 6.2 - M28,87 6.2 - M93,88. OFF-SITE RECYCLED TOTAL,89. 6.2 - M56,90. 6.2 - M92,91. OFF-SITE ENERGY RECOVERY T,92. 6.2 - M40 NON-METAL,93. 6.2 - M50,94. 6.2 - M54,95. 6.2 - M61 NON-METAL,96. 6.2 - M69,97. 6.2 - M95,98. OFF-SITE TREATED TOTAL,99. 6.2 - UNCLASSIFIED,100. 6.2 - TOTAL TRANSFER,101. TOTAL RELEASES,102. 8.1 - RELEASES,103. 8.1A - ON-SITE CONTAINED,104. 8.1B - ON-SITE OTHER ,105. 8.1C - OFF-SITE CONTAIN,106. 8.1D - OFF-SITE OTHER R,107. 8.2 - ENERGY RECOVER ON,108. 8.3 - ENERGY RECOVER OF,109. 8.4 - RECYCLING ON SITE,110. 8.5 - RECYCLING OFF SIT,111. 8.6 - TREATMENT ON SITE,112. 8.7 - TREATMENT OFF SITE,113. PRODUCTION WSTE (8.1-8.7),114. 8.8 - ONE-TIME RELEASE,115. PROD_RATIO_OR_ ACTIVITY,116. 8.9 - PRODUCTION RATIO
2019,94102SMNTT155HE,110000495777,US MINT SAN FRANCISCO CA,155 HERMANN ST,SAN FRANCISCO,SAN FRANCISCO,CA,94102,,,37.77056,-122.42768,NAD83,US DEPARTMENT OF THE TREASURY,NA,US DEPARTMENT OF THE TREASURY,YES,332,Fabricated Metals,,,,,,,332119,,,,,,1319217732965,Copper,NO,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,250,0,0,250,,PRODUCTION,1
2019,9135WSSCTD8946B,110063002227,ASSOCIATED READY MIXED CONCRETE INC,8946 BRADLEY AVENUE,SUN VALLEY,LOS ANGELES,CA,91352,,,34.23149,-118.37786,NAD83,CAILLIER INVESTMENTS INC,NA,CAILLIER INVESTMENTS INC,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1319217940966,LEAD  and LEAD COMPOUNDS,YES,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.64,0,0,87.64,0,0,0,0,0,0,0,0,0,0,0,87.64,0,0,0,0,0,0,0,0,0,87.64,0,0,87.64,,PRODUCTION,0.76
2019,9454WTGRNT3446E,110046122968,SONOCO PROTECTIVE SOLUTIONS INC,3446 ENTERPRISE AVE,HAYWARD,ALAMEDA,CA,94545,,,37.63328,-122.124967,NAD83,SONOCO PRODUCTS CO,3354230,SONOCO PRODUCTS CO,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1319217800630,Diisocyanates,NO,N120,649715,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90058TLSGL2639L,110000474077,ATLAS GALVANIZING LLC,2639 LEONIS BLVD,VERNON,LOS ANGELES,CA,90058,,,34.00002,-118.22377,NAD83,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319217686613,Zinc compounds,NO,N982,649699,NO,TRI,YES,1,NO,R,Pounds,1,0,11.14,0,0,0,0,0,0,0,0,0,0,0,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.05,0,0,128.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.05,140.19,0,0,12.14,0,128.05,0,0,0,0,0,0,140.19,,PRODUCTION,0.64
2019,90808SPHLT5903P,110001152403,ASPHALT PRODUCTS OIL CORP,5903 PARAMOUNT BLVD,LONG BEACH,LOS ANGELES,CA,90805,,,33.861718,-118.159903,NAD83,GARDNER INDUSTRIES INC,41495490,GARDNER INDUSTRIES INC,NO,324,Petroleum,,,,,,,324122,,,,,,1319217985567,"1,2,4-Trimethylbenzene",NO,95636,16261,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90280TCHNC11220,110000475003,TECHNI-CAST CORP,11220 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.92551,-118.16929,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331529,,,,,,1319217976277,Nickel,NO,7440020,149674,YES,TRI,YES,1,YES,R,Pounds,1.37,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.6,0,0,0,0,282.6,0,3709,0,0,0,3709,0,0,0,0,0,0,0,0,0,0,0,3991.6,284.21,0,0,1.61,0,282.6,0,0,0,3709,0,0,3993.21,,PRODUCTION,0.96
2019,9402WCSBCX2KELL,110002790141,CSBIO,20 KELLY CT,MENLO PARK,SAN MATEO,CA,94025,,,37.47543,-122.14958,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325412,,,,,,1319218476188,"N,N-Dimethylformamide",NO,68122,4416,YES,TRI,NO,0,NO,R,Pounds,2.06,2.06,0,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.89,0,267.89,0,0,0,0,0,0,0,355190,355190,0,0,0,0,0,0,0,0,355457.89,272.01,0,0,4.12,0,267.89,0,355190,0,0,0,0,355462.01,,ACTIVITY,0.88
2019,9402WCSBCX2KELL,110002790141,CSBIO,20 KELLY CT,MENLO PARK,SAN MATEO,CA,94025,,,37.47543,-122.14958,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325412,,,,,,1319218476176,Dichloromethane,NO,75092,5306,YES,TRI,NO,0,YES,R,Pounds,63.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,0,1332,0,0,0,0,0,0,0,76207,76207,0,0,0,0,0,0,0,0,77539,1459,0,0,127,0,1332,0,76207,0,0,0,0,77666,,ACTIVITY,0.88
2019,90280TCHNC11220,110000475003,TECHNI-CAST CORP,11220 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.92551,-118.16929,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331529,,,,,,1319217976265,Manganese,NO,7439965,149625,YES,TRI,YES,1,NO,R,Pounds,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.4,0,0,0,0,260.4,0,1854.5,0,0,0,1854.5,0,0,0,0,0,0,0,0,0,0,0,2114.9,261.49,0,0,1.09,0,260.4,0,0,0,1854.5,0,0,2115.99,,PRODUCTION,0.95
2019,91745QMTCN720SO,110000609707,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.025026,-117.98347,NAD83,ECO-BAT AMERICA LLC,181637047,ECOBAT AMERICA LLC,NO,331,Primary Metals,,,,,,,331492,,,,,,1319218409530,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,N090,649475,YES,TRI,YES,1,NO,R,Pounds,0,0.087,0.017,0,0,0,0,0,0,0,0,0,0,0,0.104,4.3,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,2520,2619,0,0,94.4,0,28.1,5265.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5261.5,5265.904,0,0,0.104,5139,126.8,0,0,0,0,0,0,5265.904,,ACTIVITY,1
2019,90280TCHNC11220,110000475003,TECHNI-CAST CORP,11220 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.92551,-118.16929,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331529,,,,,,1319217976240,Cobalt,NO,7440484,150078,YES,TRI,YES,1,YES,R,Pounds,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,15.18,0,0,0.08,0,15.1,0,0,0,0,0,0,15.18,,PRODUCTION,1.05
2019,91745QMTCN720SO,110000609707,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.025026,-117.98347,NAD83,ECO-BAT AMERICA LLC,181637047,ECOBAT AMERICA LLC,NO,331,Primary Metals,,,,,,,331492,,,,,,1319218409555,LEAD  and LEAD COMPOUNDS,YES,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,6.427,0.62,0,0,0,0,0,0,0,0,0,0,0,7.047,16.5,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,1088648,242714,0,0,599,0,110,1332087.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332071,1332094.547,0,0,7.047,1331362,725.5,0,0,0,0,0,0,1332094.547,,ACTIVITY,1
2019,94545SKCTC2520B,110000483147,DUPONT EKC TECHNOLOGY,2520 BARRINGTON CT,HAYWARD,ALAMEDA,CA,94545,,,37.65559,-122.14037,NAD83,DUPONT DE NEMOURS INC,80386615,DUPONT DE NEMOURS INC,NO,325,Chemicals,,,,,,,325998,,,,,,1319218322814,Naphthalene,NO,91203,13326,YES,TRI,NO,0,YES,R,Pounds,11.66,3.53,0,0,0,0,0,0,0,0,0,0,0,0,15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,1499,0,0,0,377,2353,0,2353,15.19,0,0,15.19,0,0,0,0,0,0,0,2353,2368.19,,PRODUCTION,1.02
2019,90280TCHNC11220,110000475003,TECHNI-CAST CORP,11220 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.92551,-118.16929,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331529,,,,,,1319217976238,Chromium,NO,7440473,150060,YES,TRI,YES,1,NO,R,Pounds,0.35,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,0,0,0,0,72.1,0,71.7,0,0,0,71.7,0,0,0,0,0,0,0,0,0,0,0,143.8,72.57,0,0,0.47,0,72.1,0,0,0,71.7,0,0,144.27,,PRODUCTION,0.93
2019,91745QMTCN720SO,110000609707,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.025026,-117.98347,NAD83,ECO-BAT AMERICA LLC,181637047,ECOBAT AMERICA LLC,NO,331,Primary Metals,,,,,,,331492,,,,,,1319218409542,Dioxin and dioxin-like compounds,NO,N150,755371,YES,Dioxin,NO,0,YES,R,Grams,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0.014,0,0,0,0,0,0,0,0,0.014,,ACTIVITY,1
2019,9402WCSBCX2KELL,110002790141,CSBIO,20 KELLY CT,MENLO PARK,SAN MATEO,CA,94025,,,37.47543,-122.14958,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325412,,,,,,1319218476152,Acetonitrile,NO,75058,5272,YES,TRI,NO,0,NO,R,Pounds,30.31,30.31,0,0,0,0,0,0,0,0,0,0,0,0,60.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86020,0,0,0,0,86020,0,5570,5570,0,0,0,0,0,0,0,0,91590,60.62,0,0,60.62,0,0,0,5570,0,86020,0,0,91650.62,,ACTIVITY,0.88
2019,91745QMTCN720SO,110000609707,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.025026,-117.98347,NAD83,ECO-BAT AMERICA LLC,181637047,ECOBAT AMERICA LLC,NO,331,Primary Metals,,,,,,,331492,,,,,,1319218409528,ARSENIC  and ARSENIC COMPOUNDS,YES,N020,649418,YES,TRI,YES,1,NO,R,Pounds,0,0.772,0.186,0,0,0,0,0,0,0,0,0,0,0,0.958,16.4,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,27720,38807,0,0,1116,0,86,67745.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67729,67746.358,0,0,0.958,66527,1218.4,0,0,0,0,0,0,67746.358,,ACTIVITY,1
2019,91745QMTCN720SO,110000609707,QUEMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.025026,-117.98347,NAD83,ECO-BAT AMERICA LLC,181637047,ECOBAT AMERICA LLC,NO,331,Primary Metals,,,,,,,331492,,,,,,1319218409516,ANTIMONY  and ANTIMONY COMPOUNDS,YES,N010,649921,YES,TRI,YES,1,NO,R,Pounds,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0.037,311.9,0,311.9,0,0,0,0,0,0,0,0,0,0,0,0,375483,75050,0,0,2476,0,164,453484.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453173,453484.937,0,0,0.037,450533,2951.9,0,0,0,0,0,0,453484.937,,ACTIVITY,1
2019,93727JGLLW5610O,110000482317,E & J GALLO WINERY FRESNO,5610 E OLIVE AVE,FRESNO,FRESNO,CA,93727,,,36.757277,-119.698309,NAD83,DRY CREEK CORP,NA,DRY CREEK CORP,NO,3121,Beverages,,,,,,,312130,,,,,,1319217745823,Ammonia,NO,7664417,152389,NO,TRI,NO,0,NO,R,Pounds,9,269,0,0,0,0,0,0,0,23149,0,0,0,0,23427,13029.6,19544.4,32574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13029.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19544.4,0,19544.4,36456.6,0,0,23427,0,13029.6,0,0,0,0,0,19544.4,56001,,PRODUCTION,0.97
2019,94525CLFRN830LO,110000482807,C&H SUGAR CO INC,830 LORING AVE,CROCKETT,CONTRA COSTA,CA,94525,,,38.0571,-122.2195,NAD83,AMERICAN SUGAR REFINING INC,70572912,AMERICAN SUGAR REFINING INC,NO,311,Food,,,,,,,311314,,,,,,1319218199127,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,0,0,33000,0,0,0,0,0,0,0,33000,,PRODUCTION,1.5
2019,90061TSCLS13500,110017216966,PHILLIPS 66 LOS ANGELES TERMINAL,13500 S BROADWAY,LOS ANGELES,LOS ANGELES,CA,90061,,,33.90916,-118.27841,NAD83,PHILLIPS 66 CO,78378508,PHILLIPS 66 CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,324191,,,,,1319218001067,Polycyclic aromatic compounds,NO,N590,649749,YES,PBT,NO,0,YES,R,Pounds,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,18,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,18.2,0,0,0,0,0,0,0,0,18.2,,PRODUCTION,0.66
2019,90061TSCLS13500,110017216966,PHILLIPS 66 LOS ANGELES TERMINAL,13500 S BROADWAY,LOS ANGELES,LOS ANGELES,CA,90061,,,33.90916,-118.27841,NAD83,PHILLIPS 66 CO,78378508,PHILLIPS 66 CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,324191,,,,,1319218001143,Benzene,NO,71432,4754,YES,TRI,NO,0,YES,R,Pounds,260,80,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,340,0,0,340,0,0,0,0,0,0,0,1,341,,PRODUCTION,0.66
2019,90061TSCLS13500,110017216966,PHILLIPS 66 LOS ANGELES TERMINAL,13500 S BROADWAY,LOS ANGELES,LOS ANGELES,CA,90061,,,33.90916,-118.27841,NAD83,PHILLIPS 66 CO,78378508,PHILLIPS 66 CO,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,324191,,,,,1319218001042,n-Hexane,NO,110543,26740,YES,TRI,NO,0,NO,R,Pounds,400,100,0,0,0,0,0,0,0,0,0,0,0,0,500,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,502,0,0,500,0,2,0,0,0,0,0,1,503,,PRODUCTION,0.66
2019,9451WWRMDW652IN,110035842915,WR MEADOWS OF NORTHERN CALIFORNIA,652 INDIANA ST,BENICIA,SOLANO,CA,94510,,,38.07224,-122.12703,NAD83,W.R. MEADOWS INC.,5212782,W R MEADOWS INC,NO,325,Chemicals,,,,,,,325510,,,,,,1319217714714,"1,2,4-Trimethylbenzene",NO,95636,16261,NO,TRI,NO,0,NO,R,Pounds,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,1570,0,0,0,0,0,0,0,0,1570,,PRODUCTION,1.22
2019,94089QLTKD1274F,110000482647,QUALITEK INC (DBA WESTAK),1274 FORGEWOOD AVE,SUNNYVALE,SANTA CLARA,CA,94089,,,37.40743,-121.99203,NAD83,WESTAK INC,59498428,WESTAK INC,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1319217634613,COPPER  and COPPER COMPOUNDS,YES,N100,649491,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845,0,2845,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,3148,0,30134,0,0,0,30134,0,0,0,0,0,0,0,0,0,0,0,30437,3148,0,0,0,303,2845,0,0,0,30134,0,0,33282,,PRODUCTION,0.9
2019,95125RMCPC25STN,110001197758,CEMEX SAN JOSE,2005 STONE AVE,SAN JOSE,SANTA CLARA,CA,95125,,,37.30104,-121.87173,NAD83,CEMEX INC,189840945,CEMEX INC,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1319217882240,Lead compounds,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,0.79
2019,90280TCHNC11220,110000475003,TECHNI-CAST CORP,11220 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.92551,-118.16929,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331529,,,,,,1319217976253,Copper,NO,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,16.68,0.99,1.61,0,0,0,0,0,0,0,0,0,0,0,19.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534.9,0,0,0,0,3534.9,0,129814.3,0,0,0,129814.3,0,0,0,0,0,0,0,0,0,0,0,133349.2,3554.18,0,0,19.28,0,3534.9,0,0,0,129814.3,0,0,133368.48,,PRODUCTION,0.97
2019,94545SKCTC2520B,110000483147,DUPONT EKC TECHNOLOGY,2520 BARRINGTON CT,HAYWARD,ALAMEDA,CA,94545,,,37.65559,-122.14037,NAD83,DUPONT DE NEMOURS INC,80386615,DUPONT DE NEMOURS INC,NO,325,Chemicals,,,,,,,325998,,,,,,1319218322790,Catechol,NO,120809,31427,YES,TRI,NO,0,YES,R,Pounds,196.6,9.37,0,0,0,0,0,0,0,0,0,0,0,0,205.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540,0,5678,0,0,1817,12035,0,12035,205.97,0,0,205.97,0,0,0,0,0,0,384,12035,12624.97,,PRODUCTION,1.46
2019,94545SKCTC2520B,110000483147,DUPONT EKC TECHNOLOGY,2520 BARRINGTON CT,HAYWARD,ALAMEDA,CA,94545,,,37.65559,-122.14037,NAD83,DUPONT DE NEMOURS INC,80386615,DUPONT DE NEMOURS INC,NO,325,Chemicals,,,,,,,325998,,,,,,1319218322802,N-Methyl-2-pyrrolidone,NO,872504,72744,NO,TRI,NO,0,NO,R,Pounds,35.6,22.4,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9155,0,0,2170,11325,0,11325,58,0,0,58,0,0,0,0,0,0,0.36,11325,11383.36,,PRODUCTION,0.49
2019,94089QLTKD1274F,110000482647,QUALITEK INC (DBA WESTAK),1274 FORGEWOOD AVE,SUNNYVALE,SANTA CLARA,CA,94089,,,37.40743,-121.99203,NAD83,WESTAK INC,59498428,WESTAK INC,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1319217634625,Ammonia,NO,7664417,152389,NO,TRI,NO,0,NO,R,Pounds,289,2129,0,0,0,0,0,0,0,0,0,0,0,0,2418,50696,0,50696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50696,0,0,28894,0,0,28894,0,0,0,0,0,0,0,0,0,0,0,28894,53114,0,0,2418,0,50696,0,0,0,28894,0,0,82008,,PRODUCTION,1
2019,90058CLGHR3049E,110000497917,SMITHFIELD PACKAGED MEATS CORP,3049 E VERNON AVE,LOS ANGELES,LOS ANGELES,CA,90058,,,34.007246,-118.21929,NAD83,UNITED GLOBAL FOODS US HOLDINGS INC,432050553,UNITED GLOBAL FOODS US HOLDINGS INC,NO,311,Food,,,,,,,311611,311612,311613,,,,1319218115400,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,21000,,PRODUCTION,1.29
2019,91730SPRCT11200,110000477617,STEELSCAPE LLC,11200 ARROW RT,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,,,34.09918,-117.56077,NAD83,NS BLUESCOPE HOLDINGS USA LLC,NA,NS BLUESCOPE HOLDINGS USA LLC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319217854518,Xylene (mixed isomers),NO,1330207,84970,YES,TRI,NO,0,NO,R,Pounds,3.18,21.67,0,0,0,0,0,0,0,0,0,0,0,0,24.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,0,4688,0,0,0,0,0,0,0,0,4688,24.85,0,0,24.85,0,0,10934.61,4688,0,0,0,0,15647.46,,PRODUCTION,1
2019,91730SPRCT11200,110000477617,STEELSCAPE LLC,11200 ARROW RT,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,,,34.09918,-117.56077,NAD83,NS BLUESCOPE HOLDINGS USA LLC,NA,NS BLUESCOPE HOLDINGS USA LLC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319217854571,Formaldehyde,NO,50000,1008,YES,TRI,NO,0,YES,R,Pounds,1.77,12.09,0,0,0,0,0,0,0,0,0,0,0,0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615.38,0,2615.38,0,0,0,0,0,0,0,0,2615.38,13.86,0,0,13.86,0,0,6044.5,2615.38,0,0,0,0,8673.74,,PRODUCTION,1
2019,90058CLGHR3049E,110000497917,SMITHFIELD PACKAGED MEATS CORP,3049 E VERNON AVE,LOS ANGELES,LOS ANGELES,CA,90058,,,34.007246,-118.21929,NAD83,UNITED GLOBAL FOODS US HOLDINGS INC,432050553,UNITED GLOBAL FOODS US HOLDINGS INC,NO,311,Food,,,,,,,311611,311612,311613,,,,1319218115412,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,649616,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,,PRODUCTION,1.29
