year,trif-id,frs-id,fac-name,address,city,county,st,zip,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. CAS #/COMPOUND ID,37. SRS ID,38. CLEAN AIR ACT CHEMICAL,39. CLASSIFICATION,40. METAL,41. METAL CATEGORY,42. CARCINOGEN,43. FORM TYPE,44. UNIT OF MEASURE,45. 5.1 - FUGITIVE AIR,46. 5.2 - STACK AIR,47. 5.3 - WATER,48. 5.4 - UNDERGROUND,49. 5.4.1 - UNDERGROUND CL I,50. 5.4.2 - UNDERGROUND C II-V,51. 5.5.1 - LANDFILLS,52. 5.5.1A - RCRA C LANDFILL,53. 5.5.1B - OTHER LANDFILLS,54. 5.5.2 - LAND TREATMENT,55. 5.5.3 - SURFACE IMPNDMNT,56. 5.5.3A - RCRA SURFACE IM,57. 5.5.3B - OTHER SURFACE I,58. 5.5.4 - OTHER DISPOSAL,59. ON-SITE RELEASE TOTAL,60. 6.1 - POTW - TRNS RLSE,61. 6.1 - POTW - TRNS TRT,62. POTW - TOTAL TRANSFERS,63. 6.2 - M10,64. 6.2 - M41,65. 6.2 - M62,66. 6.2 - M40 METAL,67. 6.2 - M61 METAL,68. 6.2 - M71,69. 6.2 - M81,70. 6.2 - M82,71. 6.2 - M72,72. 6.2 - M63,73. 6.2 - M66,74. 6.2 - M67,75. 6.2 - M64,76. 6.2 - M65,77. 6.2 - M73,78. 6.2 - M79,79. 6.2 - M90,80. 6.2 - M94,81. 6.2 - M99,82. OFF-SITE RELEASE TOTAL,83. 6.2 - M20,84. 6.2 - M24,85. 6.2 - M26,86. 6.2 - M28,87 6.2 - M93,88. OFF-SITE RECYCLED TOTAL,89. 6.2 - M56,90. 6.2 - M92,91. OFF-SITE ENERGY RECOVERY T,92. 6.2 - M40 NON-METAL,93. 6.2 - M50,94. 6.2 - M54,95. 6.2 - M61 NON-METAL,96. 6.2 - M69,97. 6.2 - M95,98. OFF-SITE TREATED TOTAL,99. 6.2 - UNCLASSIFIED,100. 6.2 - TOTAL TRANSFER,101. TOTAL RELEASES,102. 8.1 - RELEASES,103. 8.1A - ON-SITE CONTAINED,104. 8.1B - ON-SITE OTHER ,105. 8.1C - OFF-SITE CONTAIN,106. 8.1D - OFF-SITE OTHER R,107. 8.2 - ENERGY RECOVER ON,108. 8.3 - ENERGY RECOVER OF,109. 8.4 - RECYCLING ON SITE,110. 8.5 - RECYCLING OFF SIT,111. 8.6 - TREATMENT ON SITE,112. 8.7 - TREATMENT OFF SITE,113. PRODUCTION WSTE (8.1-8.7),114. 8.8 - ONE-TIME RELEASE,115. PROD_RATIO_OR_ ACTIVITY,116. 8.9 - PRODUCTION RATIO
2019,90280STRTG8616T,110020516645,GRISWOLD INDUSTRIES DBA SOUNDCAST,8616 OTIS ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.955888,-118.196121,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331513,,,,,,1319218437554,Chromium,NO,7440473,150060,YES,TRI,YES,1,NO,R,Pounds,1.28,2.43,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,3.71,0,0,0,0,0,0,0,0,3.71,,ACTIVITY,1.02
2019,93635NGMRP25922,110002146080,INGOMAR PACKING,9950 S INGOMAR GRADE,LOS BANOS,MERCED,CA,93635,,,37.07479,-120.877445,NAD83,INGOMAR PACKING CO,73183642,INGOMAR PACKING CO,NO,311,Food,,,,,,,311421,,,,,,1319218507477,Ammonia,NO,7664417,152389,NO,TRI,NO,0,NO,R,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,0,0,250,,PRODUCTION,1
2019,90280STRTG8616T,110020516645,GRISWOLD INDUSTRIES DBA SOUNDCAST,8616 OTIS ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.955888,-118.196121,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331513,,,,,,1319218437566,Nickel,NO,7440020,149674,YES,TRI,YES,1,YES,R,Pounds,0.45,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,1.3,,ACTIVITY,1.02
2019,93501NNVTV1347P,110002932738,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,,35.050444,-118.156344,NAD83,BERKSHIRE HATHAWAY INC,9027970,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319218188050,Nickel,NO,7440020,149674,YES,TRI,YES,1,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,93501NNVTV1347P,110002932738,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,,35.050444,-118.156344,NAD83,BERKSHIRE HATHAWAY INC,9027970,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319218188023,Chromium,NO,7440473,150060,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,95035HDWYT497SH,110000484128,HEADWAY TECHNOLOGIES INC,497 S. HILLVIEW DRIVE,MILPITAS,SANTA CLARA,CA,95035,,,37.42683,-121.89209,NAD83,SAE MAGNETICS (HK) LTD,NA,SAE MAGNETICS (HK) LTD,NO,334,Computers and Electronic Products,,,,,,,334419,,,,,,1319218315113,N-Methyl-2-pyrrolidone,NO,872504,72744,NO,TRI,NO,0,NO,R,Pounds,6413,460,0,0,0,0,0,0,0,0,0,0,0,0,6873,413.1,40897.12,41310.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.1,517274,0,0,0,0,517274,3,0,3,0,0,0,0,0,0,40897.12,0,558174.12,7286.1,0,0,6873,0,413.1,0,3,0,517274,45513,40897.12,610973.22,,PRODUCTION,1
2019,90670GDRCH11120,110000529321,GOODRICH AIRCRAFT WHEELS & BRAKES,11120  S. NORWALK BLVD.,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.93,-118.071667,NAD83,RAYTHEON TECHNOLOGIES CORP,1344142,RAYTHEON CO,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1319218037671,Ethylene,NO,74851,5090,NO,TRI,NO,0,NO,R,Pounds,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,1421,0,0,198319,0,0,0,0,0,199740,,PRODUCTION,1.85
2019,93501NNVTV1347P,110002932738,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,,35.050444,-118.156344,NAD83,BERKSHIRE HATHAWAY INC,9027970,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319218188047,Manganese,NO,7439965,149625,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90670GDRCH11120,110000529321,GOODRICH AIRCRAFT WHEELS & BRAKES,11120  S. NORWALK BLVD.,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.93,-118.071667,NAD83,RAYTHEON TECHNOLOGIES CORP,1344142,RAYTHEON CO,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1319218037683,Propylene,NO,115071,29009,NO,TRI,NO,0,NO,R,Pounds,0,94,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,94,0,0,14089,0,0,0,0,0,14183,,PRODUCTION,0.98
2019,90670GDRCH11120,110000529321,GOODRICH AIRCRAFT WHEELS & BRAKES,11120  S. NORWALK BLVD.,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.93,-118.071667,NAD83,RAYTHEON TECHNOLOGIES CORP,1344142,RAYTHEON CO,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1319218037669,Benzene,NO,71432,4754,YES,TRI,NO,0,YES,R,Pounds,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,30462,0,0,0,0,0,30476,,PRODUCTION,3.85
2019,93501NNVTV1347P,110002932738,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,,35.050444,-118.156344,NAD83,BERKSHIRE HATHAWAY INC,9027970,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319218188062,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20091.1,20091.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20091.1,20101.1,0,0,10,0,20091.1,0,0,0,0,0,0,20101.1,,ACTIVITY,0.85
2019,93501NNVTV1347P,110002932738,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,,35.050444,-118.156344,NAD83,BERKSHIRE HATHAWAY INC,9027970,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1319218188035,LEAD  and LEAD COMPOUNDS,YES,N420,650002,YES,PBT,YES,1,NO,R,Pounds,2,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,4,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0.03,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,6.33,0,0,4,2.2,0.13,0,0,0,0,0,0,6.33,,ACTIVITY,0.85
2019,95965RCBSX605OR,110002148578,FEDERAL CARTRIDGE COMPANY-OROVILLE OPERATIONS,605 ORO DAM BLVD,OROVILLE,BUTTE,CA,95965,,,39.49889,-121.5678,NAD83,VISTA OUTDOOR INC,79728394,VISTA OUTDOOR INC,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1319217768011,Lead,NO,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.86,0,0,5,965.86,0,0,0,0,0,0,0,0,0,0,0,965.86,0,0,0,0,0,0,0,0,0,965.86,0,0,965.86,,PRODUCTION,1.01
2019,9204WLDCST1441V,110070057946,OLDCASTLE PRECAST INC,10441 VINE ST,LAKESIDE,SAN DIEGO,CA,92040,,,32.86785,-116.92009,NAD83,CRH AMERICAS INC,37176591,CRH AMERICAS INC,NO,327,Nonmetallic Mineral Product,,,,,,,327390,,,,,,1319218058978,Lead compounds,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6.6,0.5,0,0,0.5,0,0,0,0,0,6.6,0,0,7.1,,PRODUCTION,0.81
2019,9227WTHSND7246V,110041626844,THOUSAND PALMS PLANT 26,72460 VARNER ROAD,THOUSAND PALMS,RIVERSIDE,CA,92276,,,33.81305,-116.39855,NAD83,MCC DEVELOPMENT CORP,838030492,MCC DEVELOPMENT CORP,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1319218420141,Lead compounds,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,1.98,0.000959,0,0,0,0,0,0,0,0,0,0,0,1.792,3.772959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.772959,0,0,3.772959,0,0,0,0,19.32,0,0,0,23.092959,,PRODUCTION,1.03
2019,94952CLVRS91LAK,110000484002,CLOVER STORNETTA FARMS INC,91 LAKEVILLE ST,PETALUMA,SONOMA,CA,94952,,,38.23995,-122.63949,NAD83,NA,,NA,NO,311,Food,,,,,,,311511,,,,,,1319218307179,Certain glycol ethers,NO,N230,649541,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,0,66,66,,PRODUCTION,1
2019,94952CLVRS91LAK,110000484002,CLOVER STORNETTA FARMS INC,91 LAKEVILLE ST,PETALUMA,SONOMA,CA,94952,,,38.23995,-122.63949,NAD83,NA,,NA,NO,311,Food,,,,,,,311511,,,,,,1319218307155,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28492,28492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28492,0,28492,0,0,0,0,0,0,0,0,0,0,0,28492,28492,,PRODUCTION,1
2019,9204WLDCST1441V,110070057946,OLDCASTLE PRECAST INC,10441 VINE ST,LAKESIDE,SAN DIEGO,CA,92040,,,32.86785,-116.92009,NAD83,CRH AMERICAS INC,37176591,CRH AMERICAS INC,NO,327,Nonmetallic Mineral Product,,,,,,,327390,,,,,,1319218058980,Mercury compounds,NO,N458,650028,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,,PRODUCTION,0.81
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359139,Sodium nitrite,NO,7632000,152058,NO,TRI,NO,2,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359141,Zinc compounds,NO,N982,649699,NO,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359154,Ethylene glycol,NO,107211,24257,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359127,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,9462WCHMCL79166,110010488150,CHEMICAL COMPOUNDING CO,791 66TH AVE,OAKLAND,ALAMEDA,CA,94621,,,37.75617,-122.20351,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325611,,,,,,1319218000406,Hydrogen fluoride,NO,7664393,152371,YES,TRI,NO,0,NO,R,Pounds,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,,PRODUCTION,1
2019,9462WCHMCL79166,110010488150,CHEMICAL COMPOUNDING CO,791 66TH AVE,OAKLAND,ALAMEDA,CA,94621,,,37.75617,-122.20351,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325611,,,,,,1319218000836,"1,2-Dichloroethylene",NO,540590,51904,NO,TRI,NO,0,NO,R,Pounds,135,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,135,0,0,0,0,0,0,0,0,135,,PRODUCTION,1
2019,9462WCHMCL79166,110010488150,CHEMICAL COMPOUNDING CO,791 66TH AVE,OAKLAND,ALAMEDA,CA,94621,,,37.75617,-122.20351,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325611,,,,,,1319218000418,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,68,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,0,1955,0,0,0,0,0,0,0,0,1955,68,0,0,68,0,0,0,1955,0,0,0,0,2023,,PRODUCTION,1
2019,9462WCHMCL79166,110010488150,CHEMICAL COMPOUNDING CO,791 66TH AVE,OAKLAND,ALAMEDA,CA,94621,,,37.75617,-122.20351,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325611,,,,,,1319218000394,Certain glycol ethers,NO,N230,649541,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,254,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,254,25,0,0,0,0,25,0,0,0,254,0,0,279,,PRODUCTION,1
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359103,Formic acid,NO,64186,3830,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,90280LSNGL4545A,110000474923,BRENNTAG PACIFIC INC,4545 ARDINE ST,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95745,-118.1888,NAD83,BRENNTAG N.A. INC,145865148,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319218359115,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,649616,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,9280WMLLRM85ECE,110070814021,MOELLER MANUFACTURING,805 E CERRITOS AVE,ANAHEIM,ORANGE,CA,92805,,,33.810929,-117.899627,NAD83,CONSOLIDATED AEROSPACE MANUFACTURING,74213388,CONSOLIDATED AEROSPACE MANUFACTURING,NO,332,Fabricated Metals,,,,,,,332722,,,,,,1319218234096,Chromium,NO,7440473,150060,YES,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5254,5254,0,0,0,0,0,0,0,0,0,0,0,5254,0,0,0,0,0,0,0,0,0,5254,0,0,5254,,PRODUCTION,1.26
2019,95620CMXDX743TR,110025334092,SYAR DIXON LLC,7043 TREMONT RD,DIXON,SOLANO,CA,95620,,,38.49605,-121.79217,NAD83,NA,,SYAR CONCRETE LLC,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1319217846359,Lead compounds,NO,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0.3,,PRODUCTION,0.62
2019,92880CNCDB345CE,110018885802,PCC AEROSTRUCTURES CORONA,345 CESSNA CIR # 102,CORONA,RIVERSIDE,CA,92880,,,33.89057,-117.60307,NAD83,PRECISION CASTPARTS CORP,1024314,BERKSHIRE HATHAWAY INC,NO,332,Fabricated Metals,,,,,,,332710,336413,,,,,1319217989526,Copper,NO,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33856,0,0,0,33856,0,0,0,0,0,0,0,0,0,0,0,33856,0,0,0,0,0,0,0,0,0,33856,0,0,33856,,ACTIVITY,0.5
2019,91744TRPCN14380,110000516308,TROPICANA PRODUCTS INC,240 N ORANGE AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91744,,,34.037778,-117.976111,NAD83,PEPSICO INC,NA,PEPSICO INC,NO,311,Food,,,,,,,311411,,,,,,1319217774785,Peracetic acid,NO,79210,7682,NO,TRI,NO,0,NO,R,Pounds,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,0,2029,0,0,0,0,0,0,31792,0,33821,,ACTIVITY,1
2019,90023CHRKC3540E,110011787799,CCI INC,3540 E 26TH ST,VERNON,LOS ANGELES,CA,90058,,,34.01225,-118.20814,NAD83,NA,,CCI INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319217900303,Sodium dimethyldithiocarbamate,NO,128041,34462,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1
2019,93657FRNZS2916S,110000482111,FRANZIA SANGER,2916 S REED AVE,SANGER,FRESNO,CA,93657,,,36.69182,-119.45743,NAD83,THE WINE GROUP LLC,64307671,THE WINE GROUP LLC,NO,3121,Beverages,,,,,,,312130,,,,,,1319217693567,Ammonia,NO,7664417,152389,NO,TRI,NO,0,NO,R,Pounds,14,0,0,0,0,0,0,0,0,3954,0,0,0,0,3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,0,3968,0,0,0,0,0,0,0,0,3968,,,
2019,9280WMLLRM85ECE,110070814021,MOELLER MANUFACTURING,805 E CERRITOS AVE,ANAHEIM,ORANGE,CA,92805,,,33.810929,-117.899627,NAD83,CONSOLIDATED AEROSPACE MANUFACTURING,74213388,CONSOLIDATED AEROSPACE MANUFACTURING,NO,332,Fabricated Metals,,,,,,,332722,,,,,,1319218234084,Nickel,NO,7440020,149674,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7102,7102,0,0,0,0,0,0,0,0,0,0,0,7102,0,0,0,0,0,0,0,0,0,7102,0,0,7102,,PRODUCTION,1.26
2019,90023CHRKC3540E,110011787799,CCI INC,3540 E 26TH ST,VERNON,LOS ANGELES,CA,90058,,,34.01225,-118.20814,NAD83,NA,,CCI INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1319217900315,Nitric acid,NO,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1
